id	title	problem_text	skill_description
161	2-add-two-numbers	"You are given two non-empty linked lists representing two non-negative integers. The digits are stored in reverse order 
and each of their nodes contain a single digit. Add the two numbers and return it as a linked list.
You may assume the two numbers do not contain any leading zero, except the number 0 itself.

Example:
Input: (2 -> 4 -> 3) + (5 -> 6 -> 4)
Output: 7 -> 0 -> 8
Explanation: 342 + 465 = 807."	This Python file solves the problem of adding two non-negative integers, which are represented as reversed linked lists. The solution develops an algorithm to accomplish this by initializing an empty linked list and a carry over value. Then, in a while loop, it adds corresponding digits from both input linked lists along with the carry value, stores the sum mod 10 in a new node, and updates the carry value. It iteratively does this for all the nodes/digits of the input linked lists.
162	200-number-of-islands	"Given a 2d grid map of '1's (land) and '0's (water), count the number of islands. An island is surrounded by water 
and is formed by connecting adjacent lands horizontally or vertically. You may assume all four edges of the grid 
are all surrounded by water.

Example 1:
Input: grid = [
  [""1"",""1"",""1"",""1"",""0""],
  [""1"",""1"",""0"",""1"",""0""],
  [""1"",""1"",""0"",""0"",""0""],
  [""0"",""0"",""0"",""0"",""0""]
]
Output: 1

Example 2:
Input: grid = [
  [""1"",""1"",""0"",""0"",""0""],
  [""1"",""1"",""0"",""0"",""0""],
  [""0"",""0"",""1"",""0"",""0""],
  [""0"",""0"",""0"",""1"",""1""]
]
Output: 3"	"This Python file addresses the problem of counting the number of islands in a given 2D grid. An island is a collection of '1's surrounded by '0's, either horizontally or vertically. 

To solve this, it uses the Disjoint Set Union (DSU) data structure which keeps track of a set split into non-overlapping subsets. For each '1' found in the grid, it checks the adjacent spots. If an island is found, it uses the ""union"" method to group them as one island. For grid cells with a '0', it marks them as invalid. The ""count_unique_sets"" method counts unique islands.

The file also includes helper methods to validate positions and locate individual spots on the grid."
163	202-happy-number	"Write an algorithm to determine if a number is ""happy"".
A happy number is a number defined by the following process: Starting with any positive integer, 
replace the number by the sum of the squares of its digits, and repeat the process until the number equals 1 
(where it will stay), or it loops endlessly in a cycle which does not include 1. 
Those numbers for which this process ends in 1 are happy numbers.

Example: 
Input: 19
Output: true

Explanation: 
12 + 92 = 82
82 + 22 = 68
62 + 82 = 100
12 + 02 + 02 = 1"	"This Python file aims to determine if a given number qualifies as a ""happy"" number. This is defined as a number that will ultimately reduce to 1 when the sum of the square of its digits is calculated repeatedly. 

It solves the problem using the Floyd Cycle detection algorithm, which is primarily used to detect cycles in sequences. If a loop is found in the sequence of sums, it means that the number isn't a happy number. 

In this script, the `isHappy` function repeats replacing the number with the square sum of its digits until it ends in 1 (returning True) or identifies a loop (returning False).

The supporting `squareSum` function calculates the sum of squares of a number's digit."
164	203-remove-linked-list-elements	"Remove all elements from a linked list of integers that have value val.

Example:
Input:  1->2->6->3->4->5->6, val = 6
Output: 1->2->3->4->5"	This Python file is created to solve the problem of removing specific elements from a linked list. The problem comes from Leetcode and involves removing all elements from a linked list that have a certain value. By establishing a dummy head for the linked list, the script iterates over each node. If the node's value equals the target value, the node is skipped (deleted), otherwise, the script moves to the next node.
165	204-count-primes	"Count the number of prime numbers less than a non-negative number, n.

Example:
Input: 10
Output: 4
Explanation: There are 4 prime numbers less than 10, they are 2, 3, 5, 7."	This Python file solves the problem of counting the number of prime numbers less than a given non-negative integer, n. It does this using the Sieve of Eratosthenes algorithm which effectively finds all prime numbers up to n by initially assuming every integer greater than 1 is prime, then iteratively marking non-prime numbers. The script returns the sum of all prime numbers. This is useful when you need to enumerate all prime numbers up to a certain limit.
166	205-isomorphic-strings	"Given two strings s and t, determine if they are isomorphic.
Two strings are isomorphic if the characters in s can be replaced to get t.
All occurrences of a character must be replaced with another character 
while preserving the order of characters. No two characters may map 
to the same character but a character may map to itself.

Example 1:
Input: s = ""egg"", t = ""add""
Output: true

Example 2:
Input: s = ""foo"", t = ""bar""
Output: false

Example 3:  
Input: s = ""paper"", t = ""title""
Output: true
Note:
You may assume both s and t have the same length."	This Python file solves the problem of determining if two input strings are isomorphic - that is, if characters in one string can be swapped to get the other, without changing the order. It solves this by utilizing two dictionaries to keep track of the last seen indexes of given characters in both strings. If the last seen indexes for a character in both strings aren't the same, it returns False signifying that strings aren't isomorphic. If all characters pass this test, it returns True, indicating isomorphism.
167	206-reverse-linked-list	"description/

Reverse a singly linked list.

Example:
Input: 1->2->3->4->5->NULL
Output: 5->4->3->2->1->NULL

Follow up:
A linked list can be reversed either iteratively or recursively. Could you implement both?"	"The Python file is a solution for reversing a singly-linked list. The problem it solves is reordering the nodes in the linked list so that the last node becomes first and the first becomes last. 

The script accomplishes this by iteratively traversing the linked list from the head, gradually altering each node's pointer to its previous node instead of its next node. The main role-players are a 'previous' tracker initialized as None, a 'current' tracker initialized as the head, and a 'next' tracker, which temporarily stores the next node in the traversal. 

There's also an alternative recursive solution commented out."
168	208-implement-trie-prefix-tree	"Implement a trie with insert, search, and startsWith methods.

Example:
Trie trie = new Trie();
trie.insert(""apple"");
trie.search(""apple"");   // returns true
trie.search(""app"");     // returns false
trie.startsWith(""app""); // returns true
trie.insert(""app"");   
trie.search(""app"");     // returns true

Note:
You may assume that all inputs are consist of lowercase letters a-z.
All inputs are guaranteed to be non-empty strings."	"This Python file implements a Trie (prefix tree). The problem it's solving is offering efficient insertions and retrievals of words, and checks for word prefixes. 

It provides three methods:
1. 'insert': to store a word in the Trie.
2. 'search': to verify if a word is present in the Trie.
3. 'startsWith': to check if any word in the Trie starts with a given prefix. 

The Trie is structured as a nested dictionary. Each character of inserted words acts as a key, with 'end' marking the end of a word. Search operations traverse this data structure to yield results."
169	209-minimum-size-subarray-sum	"Given an array of n positive integers and a positive integer s, find the minimal length of a 
contiguous subarray of which the sum ≥ s. If there isn't one, return 0 instead.

Example: 
Input: s = 7, nums = [2,3,1,2,4,3]

Output: 2
Explanation: the subarray [4,3] has the minimal length under the problem constraint.

Follow up:
If you have figured out the O(n) solution, try coding another solution of which the time 
complexity is O(n log n)."	"This script solves the ""Minimum Size Subarray Sum"" problem from LeetCode. It aims to find the smallest contiguous subarray with a sum equal to or grater than ""s"" from an array of positive integers.

It comprises two solutions:
1. Using a sliding window approach with time complexity O(n) & space complexity O(1). It iteratively adds elements from the array to the current sum, while checking if it's >= 's'. If yes, it updates the minimal length and removes the element at the beginning of the window.
2. A solution with time complexity O(n log n), that's not implemented here, could use binary search to find the minimal length faster.
"
170	213-house-robber-ii	"You are a professional robber planning to rob houses along a street. 
Each house has a certain amount of money stashed. All houses at this 
place are arranged in a circle. That means the first house is the 
neighbor of the last one. Meanwhile, adjacent houses have a security 
system connected, and it will automatically contact the police if 
two adjacent houses were broken into on the same night.

Given an integer array nums representing the amount of money of each house, 
return the maximum amount of money you can rob tonight without alerting the police.

Example 1:
Input: nums = [2,3,2]
Output: 3
Explanation: You cannot rob house 1 (money = 2) and then rob house 3 (money = 2), 
because they are adjacent houses.

Example 2:
Input: nums = [1,2,3,1]
Output: 4
Explanation: Rob house 1 (money = 1) and then rob house 3 (money = 3).
Total amount you can rob = 1 + 3 = 4.

Example 3:
Input: nums = [1,2,3]
Output: 3
 
Constraints:

1 <= nums.length <= 100
0 <= nums[i] <= 1000"	The Python file provides a solution to the problem of maximising the amount of money you can rob from houses in a circular arrangement without triggering the security system. It uses dynamic programming to compare various possible sums and determine the largest sum of non-adjacent houses. It solves the problem by first excluding the first house and then excluding the last house and returning the maximum money possible from both scenarios. The comparison between sums is updated continuously by shifting along the list of houses.
171	215-kth-largest-element-in-an-array	"Find the kth largest element in an unsorted array. Note that it is the kth largest element in the sorted order, not the kth distinct element.

Example 1:
Input: [3,2,1,5,6,4] and k = 2
Output: 5

Example 2:
Input: [3,2,3,1,2,4,5,5,6] and k = 4
Output: 4

Note: 
You may assume k is always valid, 1 ≤ k ≤ array's length."	This file solves the problem of finding the `kth` largest number in an unsorted array. The problem is from LeetCode (problem number 215 - 'Kth Largest Element in an Array'). To solve this, the code utilises Python's built-in sorted function to sort the input list `nums` in ascending order, then return the `-kth` element which translates to the `kth` largest number in the list. This method takes advantage of Python's support for negative indexing.
172	217-contains-duplicate	"Given an array of integers, find if the array contains any duplicates.

Your function should return true if any value appears at least twice in the array, 
and it should return false if every element is distinct.

Example 1:
Input: [1,2,3,1]
Output: true

Example 2:
Input: [1,2,3,4]
Output: false

Example 3:
Input: [1,1,1,3,3,4,3,2,4,2]
Output: true"	"This Python file is a solution to problem 217 ""Contains Duplicate"" on LeetCode. It solves the problem of determining whether an input list of integers contains any duplicate values. 

The script includes a function `containsDuplicate` that takes a list `nums` as input. It compares the length of the list with the length of the set (which contains unique values only) of the list. If the lengths are not equal, it means the list contains duplicates, so it returns True. Otherwise, it returns False which indicates all elements in the list are unique.

In terms of efficiency, it has a time complexity of O(n) and a space complexity of O(n) as it needs to create a set from the list."
173	219-contains-duplicate-ii	"Given an array of integers and an integer k, find out whether there are two distinct 
indices i and j in the array such that nums[i] = nums[j] and the absolute difference 
between i and j is at most k.

Example 1:
Input: nums = [1,2,3,1], k = 3
Output: true

Example 2:
Input: nums = [1,0,1,1], k = 1
Output: true

Example 3:
Input: nums = [1,2,3,1,2,3], k = 2
Output: false"	This Python file solves the problem of finding out if there are two distinct indices within a certain range in an array, such that their corresponding elements are equal. The function containsNearbyDuplicate, accepts a list of integers and an integer k. It sets up a dictionary and populates it with each number in the list. For each new number, it checks if it's already in the dictionary and it verifies that the absolute difference between the current and previous index is less than or equal to k. If these conditions are met, it returns True. However, if the condition is not met, the index is updated in the dictionary and the loop continues. If no duplicates are found within the range, it returns False.
174	221-maximal-square	"Given a 2D binary matrix filled with 0's and 1's, find the largest square containing only 1's 
and return its area.

Example:
Input: 
1 0 1 0 0
1 0 1 1 1
1 1 1 1 1
1 0 0 1 0

Output: 4"	The Python file is designed to solve the problem of finding the largest square of 1's in a binary matrix. It solves this issue by implementing a dynamic programming approach. The solution iterates through the matrix and holds the minimal value between current cell's left, top, and left-top diagonal cells, which then is squared to get the maximum area of square in a binary matrix. The solution has O(mn) time complexity where m and n are the matrix's dimensions.
175	225-implement-stack-using-queues	"Implement the following operations of a stack using queues.
push(x) -- Push element x onto stack.
pop() -- Removes the element on top of the stack.
top() -- Get the top element.
empty() -- Return whether the stack is empty.

Example:
MyStack stack = new MyStack();

stack.push(1);
stack.push(2);  
stack.top();   // returns 2
stack.pop();   // returns 2
stack.empty(); // returns false

Notes:
You must use only standard operations of a queue -- which means only push to back, 
peek/pop from front, size, and is empty operations are valid.
Depending on your language, queue may not be supported natively. 
You may simulate a queue by using a list or deque (double-ended queue), 
as long as you use only standard operations of a queue.
You may assume that all operations are valid 
(for example, no pop or top operations will be called on an empty stack)."	This Python script provides a solution to the Leetcode problem 'Implement Stack using Queues'. The script creates a stack-like data structure using only standard queue operations. The key operations in the `MyStack` class include push, pop, top and checking if the stack is empty. When pushing an element onto the stack, it places the element at the beginning of the queue. For popping an element, it simply removes and returns the first item in the queue. The top method retrieves the top element, and the empty method checks if the queue is void of elements.
176	226-invert-binary-tree	"Invert a binary tree.

Example:
Input:

     4
   /   \
  2     7
 / \   / \
1   3 6   9

Output:

     4
   /   \
  7     2
 / \   / \
9   6 3   1"	"The Python file provides a solution to inverting a binary tree, a problem sourced from LeetCode. It's meant to transform the tree by swapping every left node with its corresponding right node.

It employs a recursive function `invertTree(root: TreeNode) -> TreeNode:` where it checks if a given node (root) exists. If it doesn't, the function returns. If it does, the function swaps the left and right children of the node by recursively calling the function on these children. The function then returns the root of the inverted tree.

The time complexity of this process is O(n) as it inspects every node, and the space complexity is also O(n) due to the function call stack during the recursion."
177	23-merge-k-sorted-lists	"Merge k sorted linked lists and return it as one sorted list. Analyze and describe its complexity.

Example:
Input:
[
  1->4->5,
  1->3->4,
  2->6
]
Output: 1->1->2->3->4->4->5->6"	This Python file solves the problem of merging k sorted linked lists into one sorted list, using a divide-and-conquer approach. It first checks if the list is null. Then, it creates an interval to iterate over the linked lists. If the current interval is less than the total length of lists, it merges the lists in pairs. The merge process sorts and merges lists[i] and lists[i+interval] recursively. It prioritizes smaller values and appends them to the new sorted list until both linked lists are exhausted.
178	230-kth-smallest-element-in-a-bst	"Given a binary search tree, write a function kthSmallest to find the kth smallest element in it.

Note: 
You may assume k is always valid, 1 ≤ k ≤ BST's total elements.

Example 1:
Input: root = [3,1,4,null,2], k = 1
   3
  / \
 1   4
  \
   2
Output: 1

Example 2:
Input: root = [5,3,6,2,4,null,null,1], k = 3
       5
      / \
     3   6
    / \
   2   4
  /
 1
Output: 3

Follow up:
What if the BST is modified (insert/delete operations) often and you need to find the kth smallest frequently? 
How would you optimize the kthSmallest routine?"	"This Python script solves the problem of finding the `kth` smallest element in a Binary Search Tree (BST). It is especially useful when the BST changes frequently because it can rapidly find the `kth` smallest element.

The solution works by using an iterative Inorder Traversal approach. This approach leverages the sorted nature of a BST (Inorder traversal of BST always gives sorted output) and counts the elements as it traverses. It uses a stack to hold the nodes to be visited. When the `kth` smallest element is reached, it is returned as the solution."
179	231-power-of-two	"Given an integer, write a function to determine if it is a power of two.

Example 1:
Input: 1
Output: true

Example 2:
Input: 16
Output: true

Example 3:
Input: 218
Output: false"	This Python file solves the problem of determining if a given integer is a power of two. It does so by implementing a function 'isPowerOfTwo' that performs a bitwise 'and' operation between the integer and the integer minus one. For powers of two, this operation always results in zero, validating them. For non-powers of two, it doesn't, thus filtering them out. This method makes use of the binary number system's properties related to powers of two.
180	232-implement-queue-using-stacks	"Implement the following operations of a queue using stacks.

push(x) -- Push element x to the back of queue.
pop() -- Removes the element from in front of queue.
peek() -- Get the front element.
empty() -- Return whether the queue is empty.

Example:
MyQueue queue = new MyQueue();
queue.push(1);
queue.push(2);  
queue.peek();  // returns 1
queue.pop();   // returns 1
queue.empty(); // returns false

Notes:
You must use only standard operations of a stack -- which means only push to top, peek/pop from top, 
size, and 
is empty operations are valid.
Depending on your language, stack may not be supported natively. You may simulate a stack by 
using a list or deque 
(double-ended queue), as long as you use only standard operations of a stack.
You may assume that all operations are valid (for example, no pop or peek operations will be 
called on an empty queue)."	"The Python script implements a Queue data structure, using lists (acting as stacks) to emulate its typical operations; namely, push, pop, peek, and checking if the queue is empty. It adheres to the Queue's First-In-First-Out (FIFO) philosophy as opposed to the Stack's Last-In-First-Out (LIFO) nature.

The solution maintains two stacks: stack1 to handle push, and stack2 for pop and peek operations. All elements are pushed into stack1. When a pop or peek operation is needed, elements from stack1 are transferred to stack2 and popped/peeked from there, maintaining the FIFO order. The empty function checks if both stacks are empty. The time complexity is O(1) while the space complexity is O(n)."
181	234-palindrome-linked-list	"Given a singly linked list, determine if it is a palindrome.

Example 1:
Input: 1->2
Output: false

Example 2:
Input: 1->2->2->1
Output: true

Follow up:
Could you do it in O(n) time and O(1) space?"	This Python file solves the problem of determining whether a given singly linked list is a palindrome or not. It provides an implementation of a method that determines if a linked list is a palindrome by first reversing the first half of the list, then comparing it with the second half. If all corresponding elements are the same, the linked list is a palindrome. It additionally provides helper methods for reversing a sublist and for calculating the length of the list. Efficient in both space and time complexity.
182	236-lowest-common-ancestor-of-a-binary-tree	"Given a binary tree, find the lowest common ancestor (LCA) of two given nodes in the tree.
According to the definition of LCA on Wikipedia: “The lowest common ancestor is defined between two nodes p and q 
as the lowest node in T that has both p and q as descendants (where we allow a node to be a descendant of itself).”

Example 1:
Input: root = [3,5,1,6,2,0,8,null,null,7,4], p = 5, q = 1
Output: 3
Explanation: The LCA of nodes 5 and 1 is 3.

Example 2:
Input: root = [3,5,1,6,2,0,8,null,null,7,4], p = 5, q = 4
Output: 5
Explanation: The LCA of nodes 5 and 4 is 5, since a node can be a descendant of itself according to the LCA definition.

Example 3:
Input: root = [1,2], p = 1, q = 2
Output: 1
 
Constraints:
The number of nodes in the tree is in the range [2, 105].
-109 <= Node.val <= 109
All Node.val are unique.
p != q
p and q will exist in the tree."	"The Python file solves the problem of finding the Lowest Common Ancestor (LCA) of two given nodes in a binary tree. 

It utilizes a depth-first search (DFS) approach to explore the tree, starting from a root, keeping track of the parent of all nodes using hash maps. During the DFS, it removes the target nodes from a given list once it encounters them. This process continues until it finds both nodes. Then, it builds the parent sequence for each node from child to root and finds the LCA in two reverse sequences."
183	237-delete-node-in-a-linked-list	"Write a function to delete a node (except the tail) in a singly linked list, given only access to that node.
Given linked list -- head = [4,5,1,9], which looks like following:
    4 -> 5 -> 1 -> 9

Example 1:
Input: head = [4,5,1,9], node = 5
Output: [4,1,9]

Explanation: You are given the second node with value 5, the linked list
             should become 4 -> 1 -> 9 after calling your function.

Example 2:
Input: head = [4,5,1,9], node = 1
Output: [4,5,9]

Explanation: You are given the third node with value 1, the linked list
             should become 4 -> 5 -> 9 after calling your function.

Note:
The linked list will have at least two elements.
All of the nodes' values will be unique.
The given node will not be the tail and it will always be a valid node of the linked list.
Do not return anything from your function."	This Python file addresses the task of deleting a specified node from a singly linked list. It resolves this by defining a function within a class, `deleteNode()`, that takes a node as an argument. This function modifies the value of the target node to the next node's value and adjusts the next pointer to skip over the next node, effectively removing the target node from the linked list.
184	238-product-of-array-except-self	"description/

Given an array nums of n integers where n > 1,  return an array output such that output[i] is equal to the product of all the elements 
of nums except nums[i].

Example:
Input:  [1,2,3,4]
Output: [24,12,8,6]
Note: Please solve it without division and in O(n).

Follow up:
Could you solve it with constant space complexity? (The output array does not count as extra space for the purpose of space complexity 
analysis.)"	"This Python file solves the problem of finding the product of all elements of an array, excluding the element at each index. It uses a 'productExceptSelf' function that primarily involves a forward and backward loop across given numerical list 'nums'. 

In the forward loop, it calculates the product of all preceding elements before each index. Then in the backward loop, it multiplies each element of the result list 'res' with the product of all following elements of given 'nums'.

This performs the task in O(n) time and constant space, as desired."
185	239-sliding-window-maximum	"You are given an array of integers nums, there is a sliding window of size k which is moving 
from the very left of the array to the very right. You can only see the k numbers in the window. 
Each time the sliding window moves right by one position.
Return the max sliding window.

Example 1:
Input: nums = [1,3,-1,-3,5,3,6,7], k = 3
Output: [3,3,5,5,6,7]
Explanation: 
Window position                Max
---------------               -----
[1  3  -1] -3  5  3  6  7       3
 1 [3  -1  -3] 5  3  6  7       3
 1  3 [-1  -3  5] 3  6  7       5
 1  3  -1 [-3  5  3] 6  7       5
 1  3  -1  -3 [5  3  6] 7       6
 1  3  -1  -3  5 [3  6  7]      7

Example 2:
Input: nums = [1], k = 1
Output: [1]
 
Constraints:
1 <= nums.length <= 105
-104 <= nums[i] <= 104
1 <= k <= nums.length"	"The Python file solves the problem of finding the maximum sliding window in an array. The input is an array of integers 'nums' and the window size 'k'. The problem is to return a new list containing the maximum number in each window frame when it moves from left to right.

It solves this problem using a sliding window approach and a stack to keep track of the maximum element's index for each window. It iterates over 'nums' backwards, memoising the next greater element for each number. Then it iteratively check the next greatest from the current index to the end of the window frame. It appends the maximum element at each window frame to the 'res' list. The process is repeated as the window ""slides"" through the array. The function returns the 'res' list.

The time complexity of the solution is O(N), where N is the length of the input array."
186	24-swap-nodes-in-pairs	"Given a linked list, swap every two adjacent nodes and return its head.
You may not modify the values in the list's nodes, only nodes itself may be changed.

Example:
Given 1->2->3->4, you should return the list as 2->1->4->3."	The file is used to solve the problem of swapping every two adjacent nodes in a linked list. It does this by using an iterative approach where a temporary variable is used to swap the nodes. In case the linked list initially starts as 1->2->3->4, the function will return it as 2->1->4->3. Two alternative solutions are provided, one using a dummy variable to hold the value of the nodes while swapping, the other using recursion to achieve the swap.
187	242-valid-anagram	"description/

Given two strings s and t , write a function to determine if t is an anagram of s.

Example 1:
Input: s = ""anagram"", t = ""nagaram""
Output: true

Example 2:
Input: s = ""rat"", t = ""car""
Output: false

Note:
You may assume the string contains only lowercase alphabets.

Follow up:
What if the inputs contain unicode characters? How would you adapt your solution to such case?"	This Python file provides a solution to the problem of determining whether two input strings are anagrams of each other. It solves this problem by first checking the lengths of both strings. If they aren't equal, it directly returns `False`. It then uses a dictionary named `letters` in which it stores the frequency of each character from the first string. Afterwards, for each character in the second string, it checks if this character is present in `letters` and its frequency is greater than 0. If not, it returns `False`. Finally, the function returns `True`.
188	25-reverse-nodes-in-k-group	"Given a linked list, reverse the nodes of a linked list k at a time and return its modified list.
k is a positive integer and is less than or equal to the length of the linked list. 
If the number of nodes is not a multiple of k then left-out nodes in the end should remain as it is.

Example:
Given this linked list: 1->2->3->4->5
For k = 2, you should return: 2->1->4->3->5
For k = 3, you should return: 3->2->1->4->5

Note:
Only constant extra memory is allowed.
You may not alter the values in the list's nodes, only nodes itself may be changed."	The Python file is a program to reverse the nodes of a linked list in k size groupings. It solves the problem by implementing a function 'reverseKGroup' that traverses the linked list, count the nodes and every time the count reaches 'k' (indicating a group of k elements), it calls 'reverseList' function to reverse the nodes in the group. 'reverseList' takes start and end pointers of group, and reverses the pointers within this group. This solution is in-place and utilizes constant auxiliary space, as required.
189	257-binary-tree-paths	"Given the root of a binary tree, return all root-to-leaf paths in any order.
A leaf is a node with no children.

Example 1:

Input: root = [1,2,3,null,5]
Output: [""1->2->5"",""1->3""]

Example 2:
Input: root = [1]
Output: [""1""]

Constraints:
The number of nodes in the tree is in the range [1, 100].
-100 <= Node.val <= 100"	"This is a depth-first search solution for the ""257 - Binary Tree Paths"" LeetCode problem. The problem asks to extract all root-to-leaf paths in a binary tree. 

The Python file solves the problem by implementing a helper function that recurses through the tree, appending the current node's value to the path. If a leaf node (node with no children) is encountered, the path is added to the result. For each node, it recurses left and right. After each recursion, the current path is popped to backtrack for next potential paths."
190	258_add_digits	"Given a non-negative integer num, repeatedly add all its digits until the result has only one digit.

Example:

Input: 38
Output: 2 
Explanation: The process is like: 3 + 8 = 11, 1 + 1 = 2. 
             Since 2 has only one digit, return it."	"This Python script simplifies a multi-digit number into a single-digit number through recursive addition of its digits. This is based on the mathematical concept of 'digital root'.

The script takes an integer input, checks if it's less than 10 (in which case the number itself is returned). If it's higher, it calculates the remainder of the number divided by 9, outputting it if not zero or returning 9 otherwise, thereby ensuring a single-digit result."
191	260-single-number-iii	"Given an array of numbers nums, in which exactly two elements appear only once and all the 
other elements appear exactly twice. Find the two elements that appear only once.

Example:
Input:  [1,2,1,3,2,5]
Output: [3,5]

Note:
The order of the result is not important. So in the above example, [5, 3] is also correct.
Your algorithm should run in linear runtime complexity. Could you implement it using only 
constant space complexity?"	This Python file solves the problem of finding two unique numbers in an array where every other number appears twice. Inspired by the problem at https://leetcode.com/problems/single-number-iii/, it implements the solution using bitwise XOR and AND operations, which are O(n) time complexity, and constant space complexity. Initially, it performs XOR for all numbers to filter out numbers appearing twice. Then it differentiates two unique numbers using bitwise AND.
192	268_missing_number	"Given an array containing n distinct numbers taken from 0, 1, 2, ..., n, 
find the one that is missing from the array.

Example 1:
Input: [3,0,1]
Output: 2
Example 2:

Input: [9,6,4,2,3,5,7,0,1]
Output: 8"	"This Python file solves the problem of finding the missing number in a list, ranging from 0 to n. The list contains distinct numbers with one number missing.

The solution uses Gauss's formula, which sums up a sequence of numbers (0 to n). The sum of the real elements in the list is then subtracted from the total sum obtained from Gauss's formula. The result is the missing number."
193	27-remove_element	"Given an array and a value, remove all instances of that value in-place and return the new length.
Do not allocate extra space for another array, you must do this by modifying the input array 
in-place with O(1) extra memory.
The order of elements can be changed. It doesn't matter what you leave beyond the new length.
Example:
Given nums = [3,2,2,3], val = 3,
Your function should return length = 2, with the first two elements of nums being 2."	"This Python file provides a solution to remove all instances of a specific value from an array in-place, using only O(1) extra memory. 

This is achieved by using two pointers ""start"" and ""end"" to traverse the array from both ends. If the current element at ""start"" equals the target value, it's replaced with the value at ""end"", and moves ""end"" one step backwards. If they don't match, it moves ""start"" one step forward. The algorithm continues until the two pointers meet."
194	278-first-bad-version	"You are a product manager and currently leading a team to develop a new product. 
Unfortunately, the latest version of your product fails the quality check. 
Since each version is developed based on the previous version, all the versions 
after a bad version are also bad.

Suppose you have n versions [1, 2, ..., n] and you want to find out the first bad one, 
which causes all the following ones to be bad.
You are given an API bool isBadVersion(version) which will return whether version is bad. 
Implement a function to find the first bad version. 
You should minimize the number of calls to the API.

Example:
Given n = 5, and version = 4 is the first bad version.
call isBadVersion(3) -> false
call isBadVersion(5) -> true
call isBadVersion(4) -> true
Then 4 is the first bad version."	"This Python file is designed to solve the ""First Bad Version"" problem. It helps to identify the initial bad version out of 'n' number of product versions, using the least possible calls to a provided API method, 'isBadVersion(version)' that indicates if a version is bad.

The script follows a binary search approach. It initiates the 'start' and 'end' variables as the first and last version number, then continually narrows the search area by examining the middle version until it locates the first bad version."
195	279-perfect-squares	"Given an integer n, return the least number of perfect square numbers that sum to n.
A perfect square is an integer that is the square of an integer; in other words, it is the product of some integer with itself. 
For example, 1, 4, 9, and 16 are perfect squares while 3 and 11 are not.

Example 1:
Input: n = 12
Output: 3
Explanation: 12 = 4 + 4 + 4.

Example 2:
Input: n = 13
Output: 2
Explanation: 13 = 4 + 9.
 
Constraints:
1 <= n <= 104"	This Python file provides a solution for finding the least number of perfect squares that sum to a given number, `n`. It solves the problem via dynamic programming. An array `dp` is created where each index `i` stores the minimum number of perfect squares that sum to `i`. The script iterates from `4` to `n` and for each `i`, it checks all perfect squares less than or equal to `i` and updates `dp[i]` to the minimum of its current value or `dp[i - (j*j)] + 1`. It finally returns the last value in the `dp` array.
196	283-move-zeroes	"description/
Given an array nums, write a function to move all 0's to the end of it while maintaining the relative order of the non-zero elements.

Example:
Input: [0,1,0,3,12]
Output: [1,3,12,0,0]

Note:
You must do this in-place without making a copy of the array.
Minimize the total number of operations."	This Python file solves the problem of reordering an array so that all zeros are moved to the end, while preserving the relative order of the non-zero numbers. It addresses this by iterating over the array and, for every non-zero number it finds, swapping its position with the current 'pos' position (start as zero). In doing so, it pushes all zeros to the end of the array in an in-place manner, minimizing operations.
197	287-find-the-duplicate-number	"description/

Given an array nums containing n + 1 integers where each integer is between 1 and n (inclusive), prove that at least one duplicate 
number must exist. Assume that there is only one duplicate number, find the duplicate one.

Example 1:
Input: [1,3,4,2,2]
Output: 2

Example 2:
Input: [3,1,3,4,2]
Output: 3

Note:
You must not modify the array (assume the array is read only).
You must use only constant, O(1) extra space.
Your runtime complexity should be less than O(n2).
There is only one duplicate number in the array, but it could be repeated more than once."	The Python file solves the problem of finding the duplicate number in an array, where numbers can range from 1 to n. The solution makes use of Floyd's Tortoise and Hare algorithm for loop detection by treating the numbers as linked node indices. Computing two pointers at different speeds helps detect the loop (duplicate number). After finding the place they meet, the algorithm retraces the steps from start to find the entry point of the loop (the duplicate number). This approach has less than O(n^2) time complexity, satisfying the problem constraints.
198	292-nim-game	"You are playing the following Nim Game with your friend: There is a heap of stones on the table, 
each time one of you take turns to remove 1 to 3 stones. The one who removes the last stone will be the winner. 
You will take the first turn to remove the stones.

Both of you are very clever and have optimal strategies for the game. Write a function to determine whether 
you can win the game given the number of stones in the heap.

Example:
Input: 4
Output: false 
Explanation: If there are 4 stones in the heap, then you will never win the game;
             No matter 1, 2, or 3 stones you remove, the last stone will always be 
             removed by your friend."	"This Python file solves the problem of determining a winning strategy for a Nim game, an abstract strategy game where players take turns removing stones from a heap. 

The file contains a function, `canWinNim(n)`, which takes an integer `n` (the number of stones) as input and returns a boolean indicating whether the player can win the game.

The function implements a powerful mathematical insight: the first player can guarantee a win if the initial number of stones is not a multiple of four. Hence, the function checks whether `n` is not divisible by four (`n % 4 != 0`) and returns the result."
